glossaryID,use glossaryID,glossary term,,New term,termDefinition,courseID,courseName
1679,3013,Outcome Monitoring,,,"Basic tracking of measures related to desired program outcomes; with national AIDS programs, outcome monitoring is typically conducted through population-based surveys to track whether or not desired outcomes have been reached.  May also track information directly related to program clients, such as change in knowledge, attitudes, and behavior. Answers the question: Did the expected outcomes occur (e.g. increase in condom use, increase in knowledge or change in behavior, increase in client use of services)?",119,M&E Frameworks for HIV/AIDS Programs
3013,,Outcome monitoring,,,"The basic tracking of variables that have been adopted as measures or “indicators” of the desired programme outcomes. Outcome monitoring does not infer causality; changes in outcome could be attributable to multiple factors, not just the programme.  With national AIDS programmes, outcome monitoring is typically conducted through population-based surveys (representative of the target population, not necessarily the general population) to track whether desired outcomes have been reached; it may also track information directly related to programme clients, such as change in knowledge, attitudes, beliefs, skills, behaviours, access to services, policies, and environmental conditions. ",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
225,,Outcomes,,,"The changes measured at the population level in the program's target population, some or all of which may be the result of a given program or intervention. Outcomes refer to specific knowledge, behaviors, or practices on the part of the intended audience that are clearly related to the program, can reasonably be expected to change over the short-to-intermediate term, and that contribute to a program's desired long-term goals. Examples would be ""the percentage of clients in a stop smoking program who are nonsmokers six months after the program ends,"" or ""the percentage of married women, 15-44, using contraception one year after a family planning intervention.""",28,M&E Fundamentals
1680,,Outcomes,,Outcomes for HIV/AIDS Programs,"Program results that occur both immediately and some time after the activities are completed, such as changes in knowledge, attitudes, beliefs, skills, access, policies, environmental conditions, or behaviors, like a decline in the number of sexual partners",119,M&E Frameworks for HIV/AIDS Programs
1982,1072,Outlier,,,"An outlier is an observation that lies an abnormal distance from other values in a random sample from a population. This definition leaves it up to the analyst (or a consensus process) to decide what will be considered abnormal. Source: Information Technology Laboratory (ITL) at the National Institute of Standards and Technology (NIST), http://www.itl.nist.gov/div898/handbook/prc/section1/prc16.htm, accessed June 2010.",97,Test
2133,,Outlier,,,An outlier is an observation that lies an abnormal distance from other values in a random sample from a population. This definition leaves it up to the analyst (or a consensus process) to decide what will be considered abnormal. (ITL NIST),122,Geographic Approaches to Global Health
2018,,Output,,,"Result of program activities. They relate to the direct products or deliverables of program activities, such as number of counseling sessions completed, number of people reached, and number of materials distributed.  ",116,PEPFAR NGI (old)
2043,2018,Output,,,"Result of program activities. They relate to the direct products or deliverables of program activities, such as number of counseling sessions completed, number of people reached, and number of materials distributed.  ",127,PEPFAR Next Generation Indicator Guidance
2466,2018,Output,,,"Immediate result obtained by the program through the execution of activities (e.g., number of commodities distributed, number of staff trained, number of people reached, or number of people served). Good process monitoring of outputs from activities (if mutually supportive) can lead to program outcomes and hopefully have impact! ",110,Social and Behavior Change Communication
212,2018,Outputs,,,"The results of activities achieved at the program level, in two forms: the number of activities performed (e.g., number of service providers trained) and measures of service utilisation (e.g., number of contraceptives distributed).",28,M&E Fundamentals
1681,2018,Outputs,,,"Direct products or deliverables of the program, such as intervention sessions completed, people reached, materials distributed, or number of people who received HIV test results.",119,M&E Frameworks for HIV/AIDS Programs
3014,2018,Outputs,,,"The results of programme activities. This term relates to the direct products or deliverables of programme activities, such as the number of counselling sessions completed, the number of people reached, and the number of materials distributed.",142,"M&E Guidelines for SWs, MSM, & TG-Service Delivery"
274,,Outreach ,,,"The delivery of services to people who cannot get to health facilities or who can do so only with difficulty. Services at outreach sites are usually completed within a day and are made by health facility staff who travel on foot or using motorized vehicles, bicycles, or pack animals. Rainy seasons or snowy winters may make it necessary to schedule a pre-season and a post-season outreach visit with a gap of several months in between.",N	N,
393,,Outreach,,,"The provision of health services and messages beyond the facility by health care workers primarily working in, or associated with, the facility",43,Essential Newborn Care
128,,Packing slip,,,Transaction record sent with products that lists the name of the receiving facility as well as the names and quantities of each product shipped. Usually paired with a receiving record.,9,Logistics for Health Commodities
